name,index year,overall score,property rights,government integrity,judicial effectiveness,tax burden,government spending,fiscal health,business freedom,labor freedom,monetary freedom,trade freedom,investment freedom,financial freedom,HDI Rank (2017),Country,year,hdi_value,iso3c,date,iso2c,NY.GDP.PCAP.PP.CD,NY.GNP.PCAP.KD.ZG,NY.GNP.PCAP.PP.CD,SI.POV.GINI,SP.POP.TOTL,country,hdi,efree,population,gni_per_cap,gni_per_cap_percent,gdp,gini,gdp_z,gini_z,hdi_z,efree_z,gni_z,gdp_01,hdi_01,efree_01,gini_01,gdp_log01,gni_01,first_gini_year,last_gini_year,years_of_gini,first_gini_value,last_gini_value,gini_change,gini_change_by_year,avg_gini,gini_category,first_efree_year,last_efree_year,years_of_efree,first_efree_value,last_efree_value,efree_change,efree_change_by_year,avg_efree
Thailand,2008,62.3,50,36,NA,74.7,90.7,NA,72.2,77.7,66.7,75.2,30,50,83,Thailand,2008,0.714,THA,2008,TH,12255.2120165349,0.988069323012923,11810,40.3,66545760,Thailand,0.714,62.3,66545760,11810,0.988069323012923,12255.2120165349,40.3,-0.13010312709993954,0.16756274237000082,0.3037008866798311,0.27223015118552757,-0.1491174479658439,0.12636451039554158,0.6590584878744651,0.632791327913279,0.49588477366255146,0.6194923323288585,0.12624805857554913,2000,2015,15,42.8,36,-6.799999999999997,-0.45333333333333314,39.669230769230765,more equal,2000,2017,17,66.6,66.2,-0.3999999999999915,-0.023529411764705382,64.57222222222222
Togo,2008,48.9,30,24,NA,53.9,88.8,NA,36.4,48.3,78.2,69.2,30,30,165,Togo,2008,0.44,TGO,2008,TG,1137.99225689776,NA,1010,NA,6161796,Togo,0.44,48.9,6161796,1010,NA,1137.99225689776,NA,-0.8346479035851992,NA,-1.257782327398801,-1.0312213753888004,-0.8308747883561407,0.007413224509869371,0.268188302425107,0.45121951219512185,NA,0.17538743248558908,0.006434435322831151,2006,2015,9,42.2,43.1,0.8999999999999986,0.09999999999999984,43.766666666666666,less equal,2001,2017,16,45.3,53.2,7.900000000000006,0.49375000000000036,48.82941176470588
Tunisia,2008,60.1,50,46,NA,76.4,77.1,NA,80.1,62.3,77.6,71.8,30,30,95,Tunisia,2008,0.707,TUN,2008,TN,9609.70756075463,2.58070794999969,9050,NA,10407336,Tunisia,0.707,60.1,10407336,9050,2.58070794999969,9609.70756075463,NA,-0.2977598241687132,NA,0.2638089797508149,0.05823064682257858,-0.3233443238433642,0.09805831841273512,0.6490727532097004,0.602981029810298,NA,0.5740524465720015,0.09562902152207677,2000,2010,10,40.8,35.8,-5,-0.5,38.1,more equal,2000,2017,17,61.3,55.7,-5.599999999999994,-0.329411764705882,58.41111111111111
Turkey,2008,59.9,50,38,NA,77.7,68.3,NA,68.3,39.5,70.8,86.8,50,50,64,Turkey,2008,0.71,TUR,2008,TR,16048.9201886918,-0.417772690477136,15890,39,70440032,Turkey,0.71,59.9,70440032,15890,-0.417772690477136,16048.9201886918,39,0.11032004829745189,0.03088082490987873,0.28090551129182184,0.03877614642594654,0.10843532507049045,0.16695617585775024,0.6533523537803139,0.600271002710027,0.4691358024691359,0.6698863571184681,0.17151098291546482,2002,2016,14,41.4,41.9,0.5,0.03571428571428571,40.58,less equal,2000,2017,17,63.4,65.2,1.8000000000000043,0.10588235294117672,59.9
Uganda,2008,63.8,30,27,NA,80.5,86,NA,56.5,87.8,78.5,72,50,70,162,Uganda,2008,0.47,UGA,2008,UG,1382.48700032292,5.1587236956732,1360,NA,31663896,Uganda,0.47,63.8,31663896,1360,5.1587236956732,1382.48700032292,NA,-0.8191532477195566,NA,-1.086817011988732,0.4181389041602658,-0.8087808004731218,0.010029253045016322,0.31098430813124106,0.6531165311653115,NA,0.2117536356932837,0.010317284224539605,2002,2016,14,45.2,42.8,-2.4000000000000057,-0.17142857142857185,43.22,more equal,2000,2017,17,58.2,60.9,2.6999999999999957,0.15882352941176445,61.53888888888889
Ukraine,2008,51,30,28,NA,79,43,NA,44.4,53.1,69.9,82.2,30,50,88,Ukraine,2008,0.733,UKR,2008,UA,8395.81254471333,3.49686218021775,8320,26.6,46258200,Ukraine,0.733,51,46258200,8320,3.49686218021775,8395.81254471333,26.6,-0.37468943528052084,-1.2728543877866731,0.411978919772875,-0.8269491212241669,-0.369426069999375,0.0850699655502174,0.6861626248216833,0.47967479674796737,0.21399176954732518,0.5488188863002952,0.08753050809851343,2002,2016,14,29,25,-4,-0.2857142857142857,26.5,more equal,2000,2017,17,47.8,48.1,0.30000000000000426,0.01764705882352966,49.25
United Arab Emirates,2008,62.6,40,62,NA,99.9,80.2,NA,48.2,74.1,70.9,80.4,30,40,34,United Arab Emirates,2008,0.838,ARE,2008,AE,68508.7068152864,-11.4775932102318,69330,NA,6894278,United Arab Emirates,0.838,62.6,6894278,69330,-11.4775932102318,68508.7068152864,NA,3.4349164350207513,NA,1.0103575237081173,0.3014119017804756,3.4818716464091444,0.7282618990006282,0.8359486447931527,0.6368563685636855,NA,0.9410782853834166,0.7643665409363213,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,2017,11,62.2,76.9,14.700000000000003,1.3363636363636366,68.40833333333333
United Kingdom,2008,79.4,90,86,NA,61.2,40.1,NA,90.8,79.5,80.7,86,90,90,14,United Kingdom,2008,0.896,GBR,2008,GB,36257.5124453907,-1.97390977003319,36190,34.1,61806995,United Kingdom,0.896,79.4,61806995,36190,-1.97390977003319,36257.5124453907,34.1,1.3910231757349893,-0.4843048639782747,1.3408904668342514,1.9355899350975443,1.3898866222855852,0.38318272231868233,0.9186875891583453,0.8644986449864498,0.3683127572016462,0.8221773034250731,0.39671621921455513,2004,2015,11,36,33.2,-2.799999999999997,-0.2545454545454543,34.108333333333334,more equal,2000,2017,17,77.3,76.4,-0.8999999999999915,-0.052941176470587735,77.21666666666667
United States,2008,81,90,73,NA,68.3,59.8,NA,92.6,95.4,83.7,86.8,80,80,13,United States,2008,0.91,USA,2008,US,48401.4273403899,-0.945660846707696,48640,NA,304093966,United States,0.91,81,304093966,48640,-0.945660846707696,48401.4273403899,NA,2.160633922876727,NA,1.4206742806922836,2.0912259382705978,2.1758013341243996,0.5131193722795779,0.9386590584878746,0.8861788617886178,NA,0.8761576087470438,0.5348347015753273,2000,2016,16,40.4,41.5,1.1000000000000014,0.06875000000000009,40.81666666666666,less equal,2000,2017,17,76.4,75.1,-1.3000000000000114,-0.07647058823529479,78.06111111111112
Uzbekistan,2008,51.9,30,21,NA,88,68.3,NA,68.5,66.9,57.5,68.4,30,20,105,Uzbekistan,2008,0.653,UZB,2008,UZ,3632.74012083063,9.2200004792592,3840,NA,27302800,Uzbekistan,0.653,51.9,27302800,3840,9.2200004792592,3632.74012083063,NA,-0.6765452831293964,NA,-0.043928587987309364,-0.739403869439324,-0.6522291149020166,0.034106361174556,0.5720399429386591,0.4918699186991869,NA,0.39227861401888175,0.03783004215664522,2000,2003,3,36.1,35.3,-0.8000000000000043,-0.2666666666666681,34.8,more equal,2000,2017,17,38.1,52.3,14.199999999999996,0.8352941176470585,45.416666666666664
Vietnam,2008,50.4,10,26,NA,74.3,78,NA,60.4,65.2,67.4,62.8,30,30,NA,NA,2008,NA,VNM,2008,VN,3852.18261534963,4.44185113433461,3740,35.6,86707801,Vietnam,NA,50.4,86707801,3740,4.44185113433461,3852.18261534963,35.6,-0.6626382931989119,-0.32659495921659504,NA,-0.8853126224140623,-0.6585416828685935,0.0364543373291487,NA,0.47154471544715437,0.39917695473251036,0.4032383900511161,0.036720656756157086,2002,2016,14,37,35.3,-1.7000000000000028,-0.12142857142857164,36.275,more equal,2000,2017,17,43.7,52.4,8.699999999999996,0.5117647058823527,49.35
Zambia,2008,56.2,40,26,NA,72.6,80.3,NA,63.5,45.8,62.9,71.2,50,50,144,Zambia,2008,0.517,ZMB,2008,ZM,2768.42344927823,NA,2550,NA,13082517,Zambia,0.517,56.2,13082517,2550,NA,2768.42344927823,NA,-0.7313206504727909,NA,-0.8189713511796233,-0.3211321109117407,-0.7336612416708577,0.024858403347289136,0.3780313837375179,0.5501355013550134,NA,0.34150732869954076,0.023518970490348345,2002,2015,13,42.1,57.1,15,1.1538461538461537,52.74,less equal,2000,2017,17,62.8,55.8,-7,-0.4117647058823529,57.85
Zimbabwe,2008,29.5,10,24,NA,57.8,24.1,NA,41.1,52.1,0,55.4,10,20,156,Zimbabwe,2008,0.439,ZWE,2008,ZW,1167.21396625993,-20.7397958761224,1050,NA,13558469,Zimbabwe,0.439,29.5,13558469,1050,-20.7397958761224,1167.21396625993,NA,-0.832796001478718,NA,-1.2634811712458034,-2.9183079138620815,-0.82834976116951,0.007725889005090338,0.2667617689015692,0.18834688346883466,NA,0.18012508156743506,0.006878189483026403,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,2017,17,48.7,44,-4.700000000000003,-0.2764705882352943,33.43888888888889
Afghanistan,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,Afghanistan,2007,0.429,AFG,2007,AF,1210.4792652894,10.3293482802441,1210,NA,26616792,Afghanistan,0.429,NA,26616792,1210,10.3293482802441,1210.4792652894,NA,-0.830054098278697,NA,-1.3204696097158264,NA,-0.8182496524229871,0.008188816163593461,0.2524964336661912,NA,NA,0.18692612611203988,0.00865320612380741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,2007,55.4,30,28,NA,73.8,74.2,NA,73.7,57.6,80.7,66,50,20,85,Algeria,2007,0.707,DZA,2007,DZ,11843.7192081941,5.77264508417107,11670,NA,34300076,Algeria,0.707,55.4,34300076,11670,5.77264508417107,11843.7192081941,NA,-0.15618114974822297,NA,0.2638089797508149,-0.3989501124982682,-0.15795504311905145,0.12196164711289273,0.6490727532097004,0.5392953929539294,NA,0.6131104253176854,0.12469491901486576,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,2017,17,56.8,46.5,-10.299999999999997,-0.6058823529411763,54.12222222222222
Angola,2007,44.7,20,20,NA,85,61.6,NA,35.3,44.9,47.7,73,20,40,147,Angola,2007,0.492,AGO,2007,AO,5128.35344973549,24.8102077488917,4480,NA,20997687,Angola,0.492,44.7,20997687,4480,24.8102077488917,5128.35344973549,NA,-0.581762002659636,NA,-0.9614424473546811,-1.4397658837180671,-0.6118286799159249,0.05010902483574378,0.34236804564907275,0.3943089430894309,NA,0.456707082770979,0.04493010871976925,2000,2008,8,52,42.7,-9.299999999999997,-1.1624999999999996,47.35,more equal,2000,2017,17,24.3,48.5,24.2,1.423529411764706,45.23076923076923
Argentina,2007,54,30,28,NA,70.7,81.5,NA,63.9,42.9,71.4,61.4,50,40,47,Argentina,2007,0.792,ARG,2007,AR,16865.5447595212,8.61784922539137,16430,46.3,39970224,Argentina,0.792,54,39970224,16430,8.61784922539137,16865.5447595212,46.3,0.16207296747750316,0.7984023614167195,0.7482107067460114,-0.5351316152746903,0.1425231920900053,0.17569384092925214,0.7703281027104137,0.5203252032520325,0.6193415637860082,0.6791603886972533,0.17750166407810072,2000,2016,16,51.1,42.4,-8.700000000000003,-0.5437500000000002,46.09375,more equal,2000,2017,17,70,50.4,-19.6,-1.1529411764705884,53.36666666666667
Australia,2007,81.1,90,88,NA,59.5,62.6,NA,89.1,93.7,84.8,83.8,70,90,3,Australia,2007,0.915,AUS,2007,AU,36512.5038384729,2.4414890138134,34880,NA,20827600,Australia,0.915,81.1,20827600,34880,2.4414890138134,36512.5038384729,NA,1.40718304825069,NA,1.4491684999272954,2.100953188468913,1.307191981923429,0.3859110622051556,0.9457917261055636,0.8875338753387533,NA,0.8234868429732943,0.38218327046816064,2001,2010,9,33.5,34.7,1.2000000000000028,0.13333333333333364,34.275,less equal,2000,2017,17,77.1,81,3.9000000000000057,0.22941176470588268,80.41111111111111
Austria,2007,71.6,90,87,NA,50.3,24.7,NA,81.7,70.1,86,86.6,70,70,20,Austria,2007,0.881,AUT,2007,AT,39385.7422696764,3.04338421132648,39350,30.6,8295487,Austria,0.881,71.6,8295487,39350,3.04338421132648,39385.7422696764,30.6,1.5892722011206157,-0.8522946417555273,1.2554078091292167,1.1768644196289044,1.5893637700294128,0.4166539469764595,0.8972895863052782,0.7588075880758806,0.2962962962962964,0.8376412379806163,0.43177279786998,2003,2015,12,29.5,30.5,1,0.08333333333333333,30.26923076923077,less equal,2000,2017,17,68.4,72.3,3.8999999999999915,0.22941176470588184,70.35555555555555
Azerbaijan,2007,54.6,30,22,NA,80.8,79.9,NA,58,60.8,76.8,77.6,30,30,80,Azerbaijan,2007,0.709,AZE,2007,AZ,12477.3846859443,17.3878425433322,10560,NA,8581300,Azerbaijan,0.709,54.6,8581300,10560,17.3878425433322,12477.3846859443,NA,-0.11602311455233402,NA,0.27520666744481953,-0.47676811408479497,-0.22802454754805418,0.1287416986931815,0.651925820256776,0.5284552845528454,NA,0.6228495259639716,0.11238074106944752,2001,2005,4,36.5,16.6,-19.9,-4.975,21.1,more equal,2000,2017,17,49.8,63.6,13.800000000000004,0.8117647058823532,56.644444444444446
Bangladesh,2007,46.7,30,17,NA,84.1,94,NA,59.1,63.8,68.7,0,30,20,136,Bangladesh,2007,0.52,BGD,2007,BD,2024.23209501687,6.50661879033258,2150,NA,147139191,Bangladesh,0.52,46.7,147139191,2150,6.50661879033258,2024.23209501687,NA,-0.7784831733594885,NA,-0.8018748196386163,-1.2452208797517494,-0.7589115135371649,0.016895754371347882,0.38231098430813126,0.4214092140921409,NA,0.28300412494036226,0.01908142888839583,2000,2016,16,33.4,32.4,-1,-0.0625,32.775,more equal,2000,2017,17,48.9,55,6.100000000000001,0.35882352941176476,50.90555555555556
Belarus,2007,47,20,26,NA,81.8,60,NA,55.7,68.2,61.5,67.2,20,10,53,Belarus,2007,0.757,BLR,2007,BY,12756.6349737882,8.27740355990861,12640,29.6,9560953,Belarus,0.757,47,9560953,12640,8.27740355990861,12756.6349737882,29.6,-0.09832585427627684,-0.9574345782633137,0.5487511721009305,-1.2160391291568022,-0.09672313384325627,0.13172960228249223,0.7203994293865906,0.42547425474254735,0.2757201646090536,0.6269854134323483,0.13545595739960062,2000,2016,16,31.2,27,-4.199999999999999,-0.26249999999999996,28.129411764705882,more equal,2000,2017,17,41.3,58.6,17.300000000000004,1.0176470588235296,46.30555555555556
Belgium,2007,72.5,80,74,NA,44.1,26.5,NA,92.6,70.8,80.5,86.6,90,80,17,Belgium,2007,0.899,BEL,2007,BE,36866.2656285925,2.64736932817651,37350,29.2,10625700,Belgium,0.899,72.5,10625700,37350,2.64736932817651,36866.2656285925,29.2,1.4296024144895179,-0.9994905528664285,1.3579869983752582,1.2644096714137478,1.4631124106978763,0.3896962189927117,0.9229671897289587,0.7710027100271001,0.2674897119341564,0.8252885644472013,0.40958508986021747,2003,2015,12,28.1,27.7,-0.40000000000000213,-0.03333333333333351,28.43076923076923,more equal,2000,2017,17,63.5,67.8,4.299999999999997,0.25294117647058806,69.0111111111111
Benin,2007,55.1,30,29,NA,67.8,87,NA,48.5,51.9,82.4,64.6,30,60,163,Benin,2007,0.455,BEN,2007,BJ,1701.20707313632,2.77198018929275,1690,NA,8454791,Benin,0.455,55.1,8454791,1690,2.77198018929275,1701.20707313632,NA,-0.7989546218655497,NA,-1.1722996696937662,-0.42813186309321555,-0.7879493261834183,0.013439472804850094,0.2895863052781741,0.535230352303523,NA,0.25051826093284457,0.013978256046150432,2003,2015,12,38.6,47.8,9.199999999999996,0.7666666666666663,43.266666666666666,less equal,2000,2017,17,61.5,59.2,-2.299999999999997,-0.13529411764705865,56.638888888888886
Bolivia,2007,54.2,30,25,NA,88.9,69.3,NA,59.9,28.6,70.9,79.2,30,60,118,Bolivia,2007,0.631,BOL,2007,BO,4684.94688474023,2.56648544219154,4510,54.5,9441444,Bolivia,0.631,54.2,9441444,4510,2.56648544219154,4684.94688474023,54.5,-0.6098625337259461,1.6605498407805688,-0.16930315262136023,-0.5156771148780583,-0.609934909525952,0.045364692869955904,0.5406562054208274,0.5230352303523035,0.7880658436213992,0.4398094200998813,0.04526292433991569,2000,2016,16,61.6,44.6,-17,-1.0625,52.160000000000004,more equal,2000,2017,17,65,47.7,-17.299999999999997,-1.0176470588235293,55.1
Brazil,2007,56.2,50,37,NA,68.6,55.5,NA,54.2,64.1,72.6,69.8,50,40,79,Brazil,2007,0.705,BRA,2007,BR,12501.1284070073,NA,11980,54.9,191026637,Brazil,0.705,56.2,191026637,11980,NA,12501.1284070073,54.9,-0.11451837550687635,1.7026058153836832,0.25241129205681023,-0.3211321109117407,-0.13838608242266331,0.12899575017486659,0.6462196861626248,0.5501355013550134,0.7962962962962965,0.6232047694488249,0.12813401375637898,2001,2015,14,58.4,51.3,-7.100000000000001,-0.5071428571428572,54.72857142857143,more equal,2000,2017,17,61.1,52.9,-8.200000000000003,-0.48235294117647076,58.44444444444444
Bulgaria,2007,62.7,30,40,NA,82.4,57.8,NA,70.3,79.8,75.8,70.8,60,60,51,Bulgaria,2007,0.764,BGR,2007,BG,12798.6946027503,2.96330628916279,11870,36.1,7545338,Bulgaria,0.764,62.7,7545338,11870,2.96330628916279,12798.6946027503,36.1,-0.09566035943792317,-0.27402499096270183,0.5886430790299467,0.31113915197879166,-0.1453299071858978,0.13217962909288958,0.7303851640513552,0.6382113821138211,0.40946502057613177,0.6276004885165122,0.12691368981584203,2006,2014,8,35.7,37.4,1.6999999999999957,0.21249999999999947,35.46666666666667,less equal,2000,2017,17,47.3,67.9,20.60000000000001,1.2117647058823535,61.83888888888889
Burkina Faso,2007,55.1,30,34,NA,77.4,86.5,NA,43.8,45.1,76.8,67.2,40,50,183,Burkina Faso,2007,0.344,BFA,2007,BF,1261.416063903,2.29663581379465,1260,NA,14252021,Burkina Faso,0.344,55.1,14252021,1260,2.29663581379465,1261.416063903,NA,-0.8268260200208228,NA,-1.8048713367110227,-0.42813186309321555,-0.8150933684396987,0.008733826321257646,0.13124108416547786,0.535230352303523,NA,0.19462818513708247,0.009207898824051475,2003,2014,11,43.3,35.3,-8,-0.7272727272727273,39.46666666666666,more equal,2000,2017,17,55.7,59.6,3.8999999999999986,0.22941176470588226,58.19444444444444
Burundi,2007,46.9,30,23,NA,70.1,52.5,NA,49.6,55,68.2,60.6,30,30,185,Burundi,2007,0.361,BDI,2007,BI,704.439858877756,1.49971353352383,700,NA,7939573,Burundi,0.361,46.9,7939573,700,1.49971353352383,704.439858877756,NA,-0.8621239348197947,NA,-1.7079909913119833,-1.2257663793551181,-0.8504437490525288,0.0027743295020963574,0.15549215406562053,0.42411924119241184,NA,0.08576656695448646,0.00299534058131795,2006,2013,7,33.4,38.6,5.200000000000003,0.7428571428571432,36,less equal,2000,2017,17,42.6,53.2,10.600000000000001,0.623529411764706,49.2
Cambodia,2007,55.9,30,23,NA,91.4,93.3,NA,43.5,44.3,81,52.2,50,50,146,Cambodia,2007,0.513,KHM,2007,KH,2197.82997810164,9.3758318662646,2120,NA,13676693,Cambodia,0.513,55.9,13676693,2120,9.3758318662646,2197.82997810164,NA,-0.7674815484586001,NA,-0.8417667265676325,-0.35031386150668875,-0.760805283927138,0.01875320541274368,0.37232524964336666,0.546070460704607,NA,0.29837889115651717,0.01874861326824939,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,2017,17,59.3,59.5,0.20000000000000284,0.011764705882353108,58.46666666666667
Cameroon,2007,55.6,30,22,NA,69.5,92.4,NA,41,53.7,77.4,60,50,60,151,Cameroon,2007,0.484,CMR,2007,CM,2739.67288522194,1.10724554891037,2680,42.8,18395389,Cameroon,0.484,55.6,18395389,2680,1.10724554891037,2739.67288522194,42.8,-0.7331426941280227,0.43041258363946694,-1.0070331981306995,-0.3794956121016361,-0.7254549033143077,0.02455077998116206,0.3309557774607703,0.5420054200542005,0.5473251028806585,0.33955661929344827,0.024961171510982916,2001,2014,13,42.1,46.6,4.5,0.34615384615384615,43.833333333333336,less equal,2000,2017,17,49.9,51.8,1.8999999999999986,0.11176470588235286,52.78888888888889
Canada,2007,78,90,84,NA,75.9,52.2,NA,96.8,82.5,80.7,88.2,60,70,12,Canada,2007,0.897,CAN,2007,CA,39441.9677890234,1.1865613912381,38860,33.8,32887928,Canada,0.897,78,32887928,38860,1.1865613912381,39441.9677890234,33.8,1.5928354477611946,-0.5158468449306111,1.3465893106812536,1.7994084323211215,1.5584321869931865,0.4172555450351934,0.9201141226818831,0.8455284552845527,0.36213991769547327,0.837907800098606,0.42633680940758817,2000,2013,13,33.3,34,0.7000000000000028,0.053846153846154064,33.68,less equal,2000,2017,17,70.5,78.5,8,0.47058823529411764,77.47777777777777
Chad,2007,50.1,20,17,NA,49.8,93.8,NA,49,44.3,77.7,59.2,40,50,186,Chad,2007,0.342,TCD,2007,TD,1640.78038737086,NA,1410,NA,10775708,Chad,0.342,50.1,10775708,1410,NA,1640.78038737086,NA,-0.8027841140170803,NA,-1.816269024405027,-0.9144943730090096,-0.8056245164898335,0.01279292338610895,0.12838801711840234,0.4674796747967479,NA,0.2437603092150991,0.01087197692478367,2003,2011,8,39.8,43.3,3.5,0.4375,41.55,less equal,2000,2017,17,46.8,49,2.200000000000003,0.12941176470588253,48.00555555555555
Chile,2007,77.7,90,73,NA,78.8,87.9,NA,68.2,77,79.8,82.4,70,70,44,Chile,2007,0.795,CHL,2007,CL,16971.7667088299,4.92956100985505,15070,NA,16491687,Chile,0.795,77.7,16491687,15070,4.92956100985505,16971.7667088299,NA,0.16880469727610248,NA,0.7653072382870184,1.770226681726174,0.05667226774456051,0.17683038745192023,0.7746077032810272,0.8414634146341462,NA,0.6803335659570506,0.16241402263146218,2000,2015,15,52.8,47.7,-5.099999999999994,-0.33999999999999964,49.15714285714286,more equal,2000,2017,17,74.7,76.5,1.7999999999999972,0.1058823529411763,77.45555555555555
China,2007,52,20,32,NA,66.6,87,NA,46.9,64.2,75.5,68,30,30,86,China,2007,0.675,CHN,2007,CN,6863.98175467412,14.0930675485421,6880,NA,1317885000,China,0.675,52,1317885000,6880,14.0930675485421,6863.98175467412,NA,-0.47176796794565545,NA,0.08144597664674151,-0.729676619241008,-0.4603270487180812,0.06867978471597827,0.6034236804564909,0.4932249322493224,NA,0.5111770251802149,0.07155535833148435,2008,2012,4,42.8,42.2,-0.5999999999999943,-0.14999999999999858,42.5,more equal,2000,2017,17,56.4,57.4,1,0.058823529411764705,52.955555555555556
Colombia,2007,59.9,30,40,NA,71.7,70.2,NA,71.8,63.5,70.3,71.4,50,60,90,Colombia,2007,0.704,COL,2007,CO,9710.91759594356,5.29557264583487,9350,NA,44374572,Colombia,0.704,59.9,44374572,9350,5.29557264583487,9710.91759594356,NA,-0.29134572035841155,NA,0.24671244820980795,0.03877614642594654,-0.3044066199436337,0.0991412387912606,0.644793152639087,0.600271002710027,NA,0.5760101647137831,0.09895717772354116,2000,2016,16,58.7,50.8,-7.900000000000006,-0.49375000000000036,54.16,more equal,2000,2017,17,63.3,69.7,6.400000000000006,0.37647058823529445,65.38333333333334
Cuba,2007,28.6,10,38,NA,51.7,10,NA,10,20,65.8,60.2,10,10,73,Cuba,2007,0.77,CUB,2007,CU,NA,6.70533018450561,NA,NA,11303687,Cuba,0.77,28.6,11303687,NA,6.70533018450561,NA,NA,NA,NA,0.6228361421119606,-3.0058531656469243,NA,NA,0.7389443651925821,0.17615176151761516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,2017,17,31.3,33.9,2.599999999999998,0.1529411764705881,30.377777777777776
Czech Republic,2007,67.4,70,43,NA,69.9,47.1,NA,61.1,59.7,86.3,86.6,70,80,NA,NA,2007,NA,CZE,2007,CZ,26120.375076047,4.58467131405192,24400,26,10298828,Czech Republic,NA,67.4,10298828,24400,4.58467131405192,26120.375076047,26,0.74859032503116,-1.335938349691345,NA,0.7683199112996384,0.645634859026178,0.27471805657004994,NA,0.7018970189701896,0.20164609053497945,0.7609004883667156,0.26591968049700465,2004,2015,11,27.5,25.9,-1.6000000000000014,-0.1454545454545456,26.416666666666668,more equal,2000,2017,17,68.6,73.3,4.700000000000003,0.2764705882352943,69.32777777777778
Denmark,2007,77,90,95,NA,34.2,12.8,NA,94.8,99.9,86.8,86.6,80,90,11,Denmark,2007,0.904,DNK,2007,DK,38961.7706129441,-0.227843893730693,39160,26.2,5461438,Denmark,0.904,77,5461438,39160,-0.227843893730693,38961.7706129441,26.2,1.562403341586774,-1.314910362389788,1.3864812176102699,1.7021359303379626,1.5773698908929168,0.41211756334478145,0.9300998573466477,0.8319783197831977,0.20576131687242802,0.8356188725144343,0.4296649656090526,2003,2015,12,25.6,28.2,2.599999999999998,0.21666666666666648,26.7,less equal,2000,2017,17,68.3,75.1,6.799999999999997,0.39999999999999986,75.07777777777778
